State,MethAcq,Drug,Nt Wt,Potency,NtWt*Potency,PricePerCocGram,Seize Year,Seize Month,Price,StudyMonth
ME,P,COCAINE HYDROCHLORIDE,2,79.24309481,1.584861896,233.4588275,2003,4,370,100
ME,P,COCAINE HYDROCHLORIDE,3.7,85.0788596,3.147917805,166.141568,2001,5,523,77
ME,P,COCAINE HYDROCHLORIDE,10.9,84.51185871,9.211792599,101.7174442,1999,4,937,52
ME,P,COCAINE HYDROCHLORIDE,6.4,70.98205236,4.542851351,106.9812685,2001,7,486,79
ME,P,COCAINE HYDROCHLORIDE,56.2,56.28409527,31.63166154,101.3225308,1996,12,3205,24
ME,P,COCAINE HYDROCHLORIDE,51.9,69.08843458,35.85689755,58.59402636,1995,9,2101,9
ME,P,COCAINE HYDROCHLORIDE,3.3,18.36611427,0.606081771,450.4342699,2005,1,273,121
ME,P,COCAINE HYDROCHLORIDE,3.6,44.9286866,1.617432718,158.893781,1998,6,257,42
ME,P,COCAINE HYDROCHLORIDE,11.5,27.54247249,3.167384337,193.8508039,2002,3,614,87
ME,P,COCAINE HYDROCHLORIDE,56.2,27.15408889,15.26059796,153.9258164,1998,8,2349,44
ME,P,COCAINE HYDROCHLORIDE,11.8,18.64087198,2.199622894,277.3202633,1999,11,610,59
ME,P,COCAINE HYDROCHLORIDE,3.8,67.0220876,2.546839329,130.357654,1998,3,332,39
ME,P,COCAINE HYDROCHLORIDE,3.8,38.781039,1.473679482,422.7513564,2000,4,623,64
ME,P,COCAINE HYDROCHLORIDE,0.43,88.34004178,0.37986218,213.235232,1999,5,81,53
ME,P,COCAINE HYDROCHLORIDE,1.7,59.7514506,1.01577466,252.0244007,1997,6,256,30
ME,P,COCAINE HYDROCHLORIDE,1.1,86.89327142,0.955825986,424.7635094,1998,11,406,47
ME,P,COCAINE HYDROCHLORIDE,2.2,46.87691537,1.031292138,413.0740304,2003,8,426,104
ME,P,COCAINE HYDROCHLORIDE,2.7,67.50924773,1.822749689,34.01454428,1999,5,62,53
ME,P,COCAINE HYDROCHLORIDE,4.6,55.3765729,2.547322353,209.6318902,2003,7,534,103
ME,P,COCAINE HYDROCHLORIDE,5.4,29.91074711,1.615180344,17.95465139,1999,2,29,50
ME,P,COCAINE HYDROCHLORIDE,1.7,64.76958307,1.101082912,290.6229826,1997,5,320,29
ME,P,COCAINE HYDROCHLORIDE,56.1,68.26756742,38.29810532,59.2979726,2003,10,2271,106
ME,P,COCAINE HYDROCHLORIDE,0.2,67.6978772,0.135395754,214.1869228,1996,5,29,17
ME,P,COCAINE HYDROCHLORIDE,0.089,0,0,#DIV/0!,1995,10,30,10
ME,P,COCAINE HYDROCHLORIDE,2.5,51.35958719,1.28398968,335.6724799,1995,3,431,3
ME,P,COCAINE HYDROCHLORIDE,3.6,80.8070212,2.909052763,187.3462066,2004,7,545,115
ME,P,COCAINE HYDROCHLORIDE,1.2,14.41864819,0.173023778,3594.881617,2003,9,622,105
ME,P,COCAINE HYDROCHLORIDE,3.8,58.09092661,2.207455211,127.7489113,1995,9,282,9
ME,P,COCAINE HYDROCHLORIDE,2.7,15.42083077,0.416362431,566.8138682,2000,2,236,62
ME,P,COCAINE HYDROCHLORIDE,12.5,37.29521027,4.661901284,145.6487297,1998,6,679,42
ME,P,COCAINE HYDROCHLORIDE,55.6,90.09162871,50.09094556,20.44281633,1999,5,1024,53
ME,P,COCAINE HYDROCHLORIDE,27.5,7.45605412,2.050414883,734.9732059,1997,8,1507,32
ME,P,COCAINE HYDROCHLORIDE,55.3,63.68492219,35.21776197,57.07347337,2004,2,2010,110
ME,P,COCAINE HYDROCHLORIDE,55.6,56.90889856,31.6413476,66.24243779,2002,2,2096,86
ME,P,COCAINE HYDROCHLORIDE,55,65.39322156,35.96627186,84.63484934,1995,11,3044,11
ME,P,COCAINE HYDROCHLORIDE,8.7,80.22731008,6.979775977,115.1899434,1996,6,804,18
ME,P,COCAINE HYDROCHLORIDE,13.1,47.0374474,6.161905609,132.2642786,2001,8,815,80
ME,P,COCAINE HYDROCHLORIDE,18.6,17.39732452,3.235902362,405.4510469,2000,10,1312,70
ME,P,COCAINE HYDROCHLORIDE,4.9,86.44036069,4.235577674,127.0192737,1999,1,538,49
ME,P,COCAINE HYDROCHLORIDE,12.7,41.2057634,5.233131952,145.4196086,1999,2,761,50
ME,P,COCAINE HYDROCHLORIDE,5,69.28922865,3.464461433,215.0406389,1997,5,745,29
ME,P,COCAINE HYDROCHLORIDE,54.7,44.93968275,24.58200646,114.7587364,1998,10,2821,46
ME,P,COCAINE HYDROCHLORIDE,13.9,19.30839342,2.683866686,248.8946279,2001,11,668,83
ME,P,COCAINE HYDROCHLORIDE,27.2,57.25250259,15.5726807,139.7960981,1996,6,2177,18
ME,P,COCAINE HYDROCHLORIDE,6.5,79.54295714,5.170292214,108.1176802,2005,11,559,131
ME,P,COCAINE HYDROCHLORIDE,10.8,76.23581598,8.233468126,121.576957,1999,11,1001,59
ME,P,COCAINE HYDROCHLORIDE,5,81.26985452,4.063492726,125.507792,1996,8,510,20
ME,P,COCAINE HYDROCHLORIDE,7,71.31658592,4.992161014,121.1900013,1998,7,605,43
ME,P,COCAINE HYDROCHLORIDE,3,1.146100739,0.034383022,6165.833795,2003,11,212,107
ME,P,COCAINE HYDROCHLORIDE,4.8,54.26655698,2.604794735,210.765168,1996,9,549,21
ME,P,COCAINE HYDROCHLORIDE,1.9,94.23901035,1.790541197,328.3923325,2004,7,588,115
ME,P,COCAINE HYDROCHLORIDE,13,18.4846735,2.403007555,440.6977405,2004,2,1059,110
ME,P,COCAINE HYDROCHLORIDE,19.7,81.20989203,15.99834873,34.75358672,2002,6,556,90
ME,P,COCAINE HYDROCHLORIDE,28,61.26424739,17.15398927,27.80694289,1999,4,477,52
ME,P,COCAINE HYDROCHLORIDE,13.9,28.53094088,3.965800782,268.0417042,2004,5,1063,113
ME,P,COCAINE HYDROCHLORIDE,7.9,48.38029457,3.822043271,283.3562896,2000,4,1083,64
ME,P,COCAINE HYDROCHLORIDE,6.6,32.04945567,2.115264074,263.3240959,1998,9,557,45
ME,P,COCAINE HYDROCHLORIDE,7.3,33.03632003,2.411651362,245.474951,2005,3,592,123
ME,P,COCAINE HYDROCHLORIDE,26.8,59.08011507,15.83347084,119.5568564,2000,3,1893,63
ME,P,COCAINE HYDROCHLORIDE,27.4,56.59721597,15.50763717,111.6224207,2003,7,1731,103
ME,P,COCAINE HYDROCHLORIDE,2.4,23.21780152,0.557227236,766.2942012,1995,4,427,4
ME,P,COCAINE HYDROCHLORIDE,55.7,11.09200642,6.178247576,325.1731134,1998,4,2009,40
ME,P,COCAINE HYDROCHLORIDE,9.3,61.76377711,5.744031272,179.1424787,1995,7,1029,7
ME,P,COCAINE HYDROCHLORIDE,13.9,51.0303494,7.093218567,146.900873,1996,5,1042,17
ME,P,COCAINE HYDROCHLORIDE,11,57.97479,6.3772269,105.6885713,2005,11,674,131
ME,P,COCAINE HYDROCHLORIDE,1,61.76424263,0.617642426,526.1944228,2000,6,325,66
ME,P,COCAINE HYDROCHLORIDE,1.8,74.15993271,1.334878789,404.5311114,2004,10,540,118
ME,P,COCAINE HYDROCHLORIDE,7.6,81.29521654,6.178436457,137.0896999,2005,9,847,129
ME,P,COCAINE HYDROCHLORIDE,0.17,57.85182689,0.098348106,711.7574811,2004,7,70,115
ME,P,COCAINE HYDROCHLORIDE,0.75,70.35756743,0.527681756,159.1868566,1995,11,84,11
ME,P,COCAINE HYDROCHLORIDE,1.7,74.40978287,1.264966309,104.3506053,2003,8,132,104
ME,P,COCAINE HYDROCHLORIDE,2.4,77.51606909,1.860385658,234.3600092,2003,12,436,108
ME,P,COCAINE HYDROCHLORIDE,4.7,81.0755141,3.810549163,132.2644004,1998,12,504,48
ME,P,COCAINE HYDROCHLORIDE,4.9,71.56169235,3.506522925,231.8536104,2003,8,813,104
ME,P,COCAINE HYDROCHLORIDE,6.1,77.39804996,4.721281047,228.5396673,1995,2,1079,2
ME,P,COCAINE HYDROCHLORIDE,2.1,68.33028431,1.43493597,295.4835677,2000,9,424,69
ME,P,COCAINE HYDROCHLORIDE,2.1,60.66264484,1.273915542,419.1800653,2005,6,534,126
ME,P,COCAINE HYDROCHLORIDE,2.6,74.09280445,1.926412916,272.5272426,2003,2,525,98
ME,P,COCAINE HYDROCHLORIDE,6.1,70.28838862,4.287591706,213.4065141,2004,6,915,114
ME,P,COCAINE HYDROCHLORIDE,7.7,68.49851472,5.274385633,153.7619841,2002,2,811,86
ME,P,COCAINE HYDROCHLORIDE,3.9,62.8831834,2.452444153,246.6926716,1998,2,605,38
ME,P,COCAINE HYDROCHLORIDE,5,18.45782956,0.922891478,694.5562022,2003,3,641,99
ME,P,COCAINE HYDROCHLORIDE,1.5,94.4550975,1.416826462,149.630181,2002,6,212,90
ME,P,COCAINE HYDROCHLORIDE,6.1,94.24977144,5.749236058,107.3186061,2004,9,617,117
ME,P,COCAINE HYDROCHLORIDE,5.7,81.11264308,4.623420655,5.623541948,1997,2,26,26
ME,P,COCAINE HYDROCHLORIDE,8,52.26679855,4.181343884,189.6519449,2001,12,793,84
ME,P,COCAINE HYDROCHLORIDE,6.3,42.69297326,2.689657316,189.9870281,2001,6,511,78
ME,P,COCAINE HYDROCHLORIDE,13.3,68.76215848,9.145367078,224.5945934,2004,7,2054,115
ME,P,COCAINE HYDROCHLORIDE,0.33,64.89131534,0.214141341,812.5474487,2001,7,174,79
ME,P,COCAINE HYDROCHLORIDE,12.7,57.02915532,7.242702726,300.5784004,2003,10,2177,106
ME,P,COCAINE HYDROCHLORIDE,0.4,10.22716459,0.040908658,1246.679848,1999,6,51,54
ME,P,COCAINE HYDROCHLORIDE,0.45,68.42722133,0.307922496,337.7473272,1997,8,104,32
ME,P,COCAINE HYDROCHLORIDE,0.33,61.29492214,0.202273243,385.6169942,1998,11,78,47
ME,P,COCAINE HYDROCHLORIDE,5,69.41152785,3.470576393,152.7123855,1997,1,530,25
ME,P,COCAINE HYDROCHLORIDE,12.2,46.18631314,5.634730203,184.9245594,1996,1,1042,13
ME,P,COCAINE HYDROCHLORIDE,5.8,34.99836942,2.029905427,217.7441344,2001,2,442,74
ME,P,COCAINE HYDROCHLORIDE,1.2,43.61247738,0.523349729,984.0456045,2004,12,515,120
ME,P,COCAINE HYDROCHLORIDE,15.5,61.0056634,9.455877826,116.2240059,1999,11,1099,59
ME,P,COCAINE HYDROCHLORIDE,0.94,56.84579465,0.53435047,379.9004801,2004,7,203,115
ME,P,COCAINE HYDROCHLORIDE,5.5,48.79895306,2.683942418,192.6270834,1997,12,517,36
ME,P,COCAINE HYDROCHLORIDE,2,24.84033814,0.496806763,845.3991197,2001,1,420,73
MI,P,COCAINE HYDROCHLORIDE,3.36,49.43111253,1.660885381,186.6474373,2005,9,310,129
MI,P,COCAINE HYDROCHLORIDE,3.08,72.12365352,2.221408528,86.43164801,2005,10,192,130
MI,P,COCAINE HYDROCHLORIDE,6.77,10.37303255,0.702254303,867.207217,2002,12,609,96
MI,P,COCAINE HYDROCHLORIDE,27.47,69.89039566,19.19889169,116.6213153,1995,3,2239,3
MI,P,COCAINE HYDROCHLORIDE,55.54,74.08967276,41.14940425,108.3855303,2004,4,4460,112
MI,P,COCAINE HYDROCHLORIDE,0.379,10.20396858,0.038673041,2947.789915,2002,1,114,85
MI,P,COCAINE HYDROCHLORIDE,3.22,81.61649869,2.628051258,119.0996557,2004,3,313,111
MI,P,COCAINE HYDROCHLORIDE,3.11,93.01881219,2.892885059,24.54297303,2004,3,71,111
MI,P,COCAINE HYDROCHLORIDE,5.87,99.98965915,5.869392992,107.8476089,1999,2,633,50
MI,P,COCAINE HYDROCHLORIDE,10.84,64.51234275,6.993137954,137.9924158,2000,3,965,63
MI,P,COCAINE HYDROCHLORIDE,12.15,58.4902522,7.106565643,169.5615098,2005,8,1205,128
MI,P,COCAINE HYDROCHLORIDE,55.44,29.2544234,16.21865233,228.6873116,2004,12,3709,120
MI,P,COCAINE HYDROCHLORIDE,52.67,30.03510717,15.81949095,259.3635923,2004,5,4103,113
MI,P,COCAINE HYDROCHLORIDE,0.5,13.49408501,0.067470425,1496.952182,2004,10,101,118
MI,P,COCAINE HYDROCHLORIDE,5.08,57.52986649,2.922517218,185.1143927,1996,3,541,15
MI,P,COCAINE HYDROCHLORIDE,13.79,38.42876429,5.299326595,259.8443359,1995,4,1377,4
MI,P,COCAINE HYDROCHLORIDE,28,97.71514613,27.36024092,69.69967866,1999,2,1907,50
MI,P,COCAINE HYDROCHLORIDE,81,70.56674766,57.1590656,101.6636633,2000,10,5811,70
MI,P,COCAINE HYDROCHLORIDE,0.82,83.25862935,0.682720761,150.8669517,1999,6,103,54
MI,P,COCAINE HYDROCHLORIDE,6.78,94.92110572,6.435650968,95.56142853,2002,3,615,87
MI,P,COCAINE HYDROCHLORIDE,14.12,36.12724396,5.101166847,192.8970429,1999,3,984,51
MI,P,COCAINE HYDROCHLORIDE,23.75,84.16243645,19.98857866,90.55171111,2003,9,1810,105
MI,P,COCAINE HYDROCHLORIDE,25.99,95.28222294,24.76384974,100.4690315,2003,7,2488,103
MI,P,COCAINE HYDROCHLORIDE,24.49,57.31175552,14.03564893,272.2353644,1996,1,3821,13
MI,P,COCAINE HYDROCHLORIDE,3.71,85.6735841,3.17848997,94.6990561,2003,7,301,103
MI,P,COCAINE HYDROCHLORIDE,7.08,76.5647676,5.420785546,117.1416937,1998,3,635,39
MI,P,COCAINE HYDROCHLORIDE,1.735,4.366015933,0.075750376,1108.90538,1996,1,84,13
MI,P,COCAINE HYDROCHLORIDE,0.083,0,0,#DIV/0!,2001,3,75,75
MI,P,COCAINE HYDROCHLORIDE,0.23,87.19874787,0.20055712,418.8332977,2003,6,84,102
MI,P,COCAINE HYDROCHLORIDE,2.7,67.61359248,1.825566997,284.2952359,2004,6,519,114
MI,P,COCAINE HYDROCHLORIDE,6.6,62.98146635,4.156776779,123.1723586,2002,11,512,95
MI,P,COCAINE HYDROCHLORIDE,6.6,57.86769675,3.819267985,164.1675846,1998,3,627,39
MI,P,COCAINE HYDROCHLORIDE,7.07,66.46928934,4.699378756,130.2299797,2004,9,612,117
MI,P,COCAINE HYDROCHLORIDE,10.69,31.05315856,3.31958265,262.9848665,2005,7,873,127
MI,P,COCAINE HYDROCHLORIDE,14.01,25.20512916,3.531238596,332.4612507,2000,12,1174,72
MI,P,COCAINE HYDROCHLORIDE,27.6,77.16741912,21.29820768,90.14843075,2003,1,1920,97
MI,P,COCAINE HYDROCHLORIDE,1.809,43.25893373,0.782554111,720.7169343,2001,8,564,80
MI,P,COCAINE HYDROCHLORIDE,28.34,39.62801936,11.23058069,170.6946465,1997,12,1917,36
MI,P,COCAINE HYDROCHLORIDE,0.49,28.26410843,0.138494131,223.8361995,2004,8,31,116
MI,P,COCAINE HYDROCHLORIDE,0.386,20.30233711,0.078367021,1390.891197,2001,8,109,80
MI,P,COCAINE HYDROCHLORIDE,2.5,70.17298296,1.754324574,172.7160438,1996,7,303,19
MI,P,COCAINE HYDROCHLORIDE,494.85,101.0503659,500.0477356,47.40147452,1999,3,23703,51
MI,P,COCAINE HYDROCHLORIDE,0.102,29.48875292,0.030078528,1429.591237,2000,7,43,67
MI,P,COCAINE HYDROCHLORIDE,0.027,0,0,#DIV/0!,2001,12,30,84
MI,P,COCAINE HYDROCHLORIDE,0.545,91.3152252,0.497667977,126.5904235,1999,6,63,54
MI,P,COCAINE HYDROCHLORIDE,0.123,98.30570456,0.120916017,661.6162378,2000,4,80,64
MI,P,COCAINE HYDROCHLORIDE,0.175,39.5537211,0.069219012,1199.092528,1998,6,83,42
MI,P,COCAINE HYDROCHLORIDE,2.83,25.2170607,0.713642818,449.8048492,1995,10,321,10
MI,P,COCAINE HYDROCHLORIDE,9.85,43.3997361,4.274874006,102.225235,2002,4,437,88
MI,P,COCAINE HYDROCHLORIDE,13.74,53.97886172,7.4166956,123.2354743,1997,7,914,31
MI,P,COCAINE HYDROCHLORIDE,0.72,40.17084816,0.289230107,376.8625654,2000,4,109,64
MI,P,COCAINE HYDROCHLORIDE,1.26,23.5490492,0.29671802,775.1467203,1999,1,230,49
MI,P,COCAINE HYDROCHLORIDE,2.05,97.73454284,2.003558128,65.38367824,1995,8,131,8
MI,P,COCAINE HYDROCHLORIDE,0.24,14.60595458,0.035054291,599.0707388,1996,8,21,20
MI,P,COCAINE HYDROCHLORIDE,27.42,54.48767872,14.94052151,90.15749548,1998,3,1347,39
MI,P,COCAINE HYDROCHLORIDE,0.12,0,0,#DIV/0!,2002,8,80,92
MI,P,COCAINE HYDROCHLORIDE,1.74,44.02744881,0.766077609,287.1771702,2004,12,220,120
MI,P,COCAINE HYDROCHLORIDE,27.8,94.28736873,26.21188851,27.69735572,2000,6,726,66
MI,P,COCAINE HYDROCHLORIDE,27.9,87.33935322,24.36767955,69.23104831,1998,11,1687,47
MI,P,COCAINE HYDROCHLORIDE,27.97,33.47803392,9.363806089,246.1605866,1996,3,2305,15
MI,P,COCAINE HYDROCHLORIDE,0.4,60.13570245,0.24054281,228.6495283,1998,11,55,47
MI,P,COCAINE HYDROCHLORIDE,0.19,75.40123675,0.14326235,404.851659,1997,3,58,27
MI,P,COCAINE HYDROCHLORIDE,0.75,77.02361943,0.577677146,226.770266,2002,7,131,91
MI,P,COCAINE HYDROCHLORIDE,3.38,69.15837081,2.337552933,110.7996299,1997,3,259,27
MI,P,COCAINE HYDROCHLORIDE,1.89,73.77674404,1.394380462,271.0881357,1998,11,378,47
MI,P,COCAINE HYDROCHLORIDE,13.72,95.6865975,13.12820118,75.33400705,2003,2,989,98
MI,P,COCAINE HYDROCHLORIDE,27.27,95.23682423,25.97108197,61.64548716,2003,8,1601,104
MI,P,COCAINE HYDROCHLORIDE,0.151,14.43427393,0.021795754,1881.10036,1998,10,41,46
MI,P,COCAINE HYDROCHLORIDE,0.379,35.03876592,0.132796923,384.0450434,2002,4,51,88
MI,P,COCAINE HYDROCHLORIDE,0.369,1.153967657,0.004258141,1174.221428,1996,4,5,16
MI,P,COCAINE HYDROCHLORIDE,1.98,80.36339444,1.59119521,35.82212895,2001,6,57,78
MI,P,COCAINE HYDROCHLORIDE,3.41,22.38078989,0.763184935,27.51626641,1996,11,21,23
MI,P,COCAINE HYDROCHLORIDE,2.56,49.10654231,1.257127483,245.7984605,2002,7,309,91
MI,P,COCAINE HYDROCHLORIDE,0.85,14.46717478,0.122970986,2504.655862,2001,1,308,73
MI,P,COCAINE HYDROCHLORIDE,1.63,7.524824171,0.122654634,4361.840907,1995,4,535,4
MI,P,COCAINE HYDROCHLORIDE,6.89,77.02132635,5.306769386,118.5278565,2005,2,629,122
MI,P,COCAINE HYDROCHLORIDE,7.27,58.82419846,4.276519228,152.9281093,1995,8,654,8
MI,P,COCAINE HYDROCHLORIDE,14.02,82.28502834,11.53636097,75.84714123,2001,12,875,84
MI,P,COCAINE HYDROCHLORIDE,27.86,96.86021694,26.98525644,76.11563761,2005,2,2054,122
MI,P,COCAINE HYDROCHLORIDE,27.96,99.27274684,27.75666002,85.96135121,2005,8,2386,128
MI,P,COCAINE HYDROCHLORIDE,27.81,77.72261981,21.61466057,104.0497487,1995,2,2249,2
MI,P,COCAINE HYDROCHLORIDE,56.66,23.12706118,13.10379286,276.4848344,2003,3,3623,99
MI,P,COCAINE HYDROCHLORIDE,1.023,74.30694789,0.760160077,131.5512391,2003,11,100,107
MI,P,COCAINE HYDROCHLORIDE,2.11,97.26289832,2.052247155,156.4139092,1995,3,321,3
MI,P,COCAINE HYDROCHLORIDE,27.77,91.28815445,25.35072049,68.40042281,2001,3,1734,75
MI,P,COCAINE HYDROCHLORIDE,0.91,38.56157488,0.350910331,202.3308909,2004,9,71,117
MI,P,COCAINE HYDROCHLORIDE,0.86,30.19675772,0.259692116,392.7728011,2000,6,102,66
MI,P,COCAINE HYDROCHLORIDE,0.88,40.91609222,0.360061612,277.7302462,2002,2,100,86
MI,P,COCAINE HYDROCHLORIDE,3.37,35.7776151,1.205705629,277.016207,1996,12,334,24
MI,P,COCAINE HYDROCHLORIDE,27.02,94.73169322,25.59650351,82.0424555,1997,12,2100,36
MI,P,COCAINE HYDROCHLORIDE,27.63,103.3075355,28.54387206,39.37797919,1999,3,1124,51
MI,P,COCAINE HYDROCHLORIDE,27.51,33.33569218,9.170648919,253.0900507,2005,6,2321,126
MI,P,COCAINE HYDROCHLORIDE,56.52,68.92400827,38.95584947,10.21669417,1997,7,398,31
MI,P,COCAINE HYDROCHLORIDE,0.6,85.59804631,0.513588278,52.57129332,2005,5,27,125
MI,P,COCAINE HYDROCHLORIDE,0.732,36.26479011,0.265458264,572.5947195,1999,8,152,56
MI,P,COCAINE HYDROCHLORIDE,3.06,46.50073397,1.422922459,151.0974815,2003,9,215,105
MI,P,COCAINE HYDROCHLORIDE,2.33,22.3593033,0.520971767,447.2411267,1999,5,233,53
MI,P,COCAINE HYDROCHLORIDE,4.01,85.06477352,3.411097418,77.68760828,1997,7,265,31
MI,P,COCAINE HYDROCHLORIDE,3.48,21.64604948,0.753282522,382.3266724,1995,11,288,11
MI,P,COCAINE HYDROCHLORIDE,2.75,18.35604367,0.504791201,689.39395,1995,6,348,6
MI,P,COCAINE HYDROCHLORIDE,4.22,90.00177238,3.798074795,149.2861596,2000,6,567,66
MI,P,COCAINE HYDROCHLORIDE,6.62,24.02737747,1.590612389,373.4410748,1999,6,594,54
MI,P,COCAINE HYDROCHLORIDE,13.85,30.62026195,4.24090628,29.47483197,2005,10,125,130
MI,P,COCAINE HYDROCHLORIDE,28.11,101.8647653,28.63418553,58.46158949,2005,12,1674,132
MI,P,COCAINE HYDROCHLORIDE,28.21,3.349184364,0.944804909,653.0448711,2000,6,617,66
MI,P,COCAINE HYDROCHLORIDE,38.52,85.33925547,32.87268121,96.34139607,1999,2,3167,50
MI,P,COCAINE HYDROCHLORIDE,56.13,96.02689328,53.8998952,76.56786688,1997,2,4127,26
MI,P,COCAINE HYDROCHLORIDE,4.03,81.9948973,3.304394361,61.73597268,1996,8,204,20
MI,P,COCAINE HYDROCHLORIDE,13.88,85.35967799,11.8479233,89.97357365,1995,12,1066,12
MI,P,COCAINE HYDROCHLORIDE,26.92,51.19170445,13.78080684,112.765531,2002,11,1554,95
MI,P,COCAINE HYDROCHLORIDE,27.77,96.10062159,26.68714261,61.93993954,2002,10,1653,94
MI,P,COCAINE HYDROCHLORIDE,26.33,96.56133092,25.42459843,78.93929988,1995,7,2007,7
MI,P,COCAINE HYDROCHLORIDE,3.4,104.392013,3.549328441,632.5140198,2000,9,2245,69
MI,P,COCAINE HYDROCHLORIDE,1.148,64.08129894,0.735653312,239.2431288,1999,10,176,58
MI,P,COCAINE HYDROCHLORIDE,9.33,98.58526348,9.198005083,83.27892767,1998,7,766,43
MI,P,COCAINE HYDROCHLORIDE,10.69,89.03397089,9.517731488,111.7913445,2005,3,1064,123
MI,P,COCAINE HYDROCHLORIDE,20.63,97.36471865,20.08634146,83.38999929,2005,9,1675,129
MI,P,COCAINE HYDROCHLORIDE,28.45,97.80181153,27.82461538,66.4519518,2004,10,1849,118
MI,P,COCAINE HYDROCHLORIDE,28.15,83.22730949,23.42848762,88.43934075,1995,6,2072,6
MI,P,COCAINE HYDROCHLORIDE,28.12,74.31771416,20.89814122,104.2676464,1996,9,2179,21
MI,P,COCAINE HYDROCHLORIDE,997.6,98.03111029,977.9583562,30.20271754,1996,11,29537,23
MI,P,COCAINE HYDROCHLORIDE,56.3,94.43810525,53.16865325,33.62883749,1996,1,1788,13
MI,P,COCAINE HYDROCHLORIDE,27.7,87.58846338,24.26200436,71.96437584,2002,2,1746,86
MI,P,COCAINE HYDROCHLORIDE,27.53,55.72654096,15.34151673,131.799224,2001,11,2022,83
MI,P,COCAINE HYDROCHLORIDE,3.36,72.66492877,2.441541607,54.06420257,1999,1,132,49
MI,P,COCAINE HYDROCHLORIDE,26.85,91.71080915,24.62435226,54.66133631,1997,12,1346,36
MI,P,COCAINE HYDROCHLORIDE,55.73,97.83284299,54.5222434,55.61033096,1997,6,3032,30
MI,P,COCAINE HYDROCHLORIDE,5.95,95.27822115,5.669054158,92.78443728,1999,9,526,57
MI,P,COCAINE HYDROCHLORIDE,6.95,102.1453674,7.099103033,100.0126349,2000,10,710,70
MI,P,COCAINE HYDROCHLORIDE,14,94.90162341,13.28622728,34.8481168,1995,2,463,2
MI,P,COCAINE HYDROCHLORIDE,27.83,102.8214654,28.61521381,49.83363079,2003,6,1426,102
MI,P,COCAINE HYDROCHLORIDE,28.05,98.45314135,27.61610615,39.68698534,2004,8,1096,116
MI,P,COCAINE HYDROCHLORIDE,27.24,82.43215158,22.45451809,81.8098163,1996,5,1837,17
MI,P,COCAINE HYDROCHLORIDE,1.635,3.388096513,0.055395378,2888.327615,1996,12,160,24
MI,P,COCAINE HYDROCHLORIDE,3.47,94.97681485,3.295695475,29.73575706,1995,1,98,1
MI,P,COCAINE HYDROCHLORIDE,6.77,37.83257067,2.561265034,15.61728266,1998,3,40,39
MI,P,COCAINE HYDROCHLORIDE,26.46,98.5116487,26.06618225,60.19293448,2005,2,1569,122
MI,P,COCAINE HYDROCHLORIDE,27.94,95.54158273,26.69431821,65.55702176,2001,1,1750,73
MI,P,COCAINE HYDROCHLORIDE,26.21,61.03138788,15.99632676,90.70832457,1996,7,1451,19
MI,P,COCAINE HYDROCHLORIDE,56.44,96.03400907,54.20159472,66.69545461,2000,10,3615,70
MI,P,COCAINE HYDROCHLORIDE,3.48,87.58740902,3.048041834,107.9381511,2003,10,329,106
MI,P,COCAINE HYDROCHLORIDE,25.64,77.94692154,19.98559068,106.4767128,1995,6,2128,6
MI,P,COCAINE HYDROCHLORIDE,3.43,87.67663287,3.007308507,104.7448239,1996,7,315,19
MI,P,COCAINE HYDROCHLORIDE,6.94,88.76562638,6.160334471,122.7206093,2000,8,756,68
MI,P,COCAINE HYDROCHLORIDE,27.05,78.59969764,21.26121821,51.26705296,2000,10,1090,70
MI,P,COCAINE HYDROCHLORIDE,21.2,88.92369811,18.851824,9.601192967,1999,8,181,56
MI,P,COCAINE HYDROCHLORIDE,27.96,97.1536289,27.16415464,75.17259517,2004,8,2042,116
MI,P,COCAINE HYDROCHLORIDE,105.06,76.7921338,80.67781577,14.83679235,2003,11,1197,107
MI,P,COCAINE HYDROCHLORIDE,3.27,49.01987782,1.602950005,199.0080783,2001,12,319,84
MI,P,COCAINE HYDROCHLORIDE,26.79,86.60008043,23.20016155,6.767194258,2001,10,157,82
MI,P,COCAINE HYDROCHLORIDE,136.2,84.34481658,114.8776402,44.39506236,2000,3,5100,63
MI,P,COCAINE HYDROCHLORIDE,6.91,84.26442825,5.822671992,97.89320105,1998,11,570,47
MI,P,COCAINE HYDROCHLORIDE,28.48,89.79588123,25.57386698,59.98310703,2000,8,1534,68
MI,P,COCAINE HYDROCHLORIDE,28.29,94.20978294,26.65194759,61.90917171,1995,4,1650,4
MI,P,COCAINE HYDROCHLORIDE,28.02,92.54032196,25.92979821,66.56434368,2004,8,1726,116
MI,P,COCAINE HYDROCHLORIDE,24.34,79.46983996,19.34295905,89.74841936,1998,11,1736,47
MI,P,COCAINE HYDROCHLORIDE,1.16,99.18625443,1.150560551,141.6700753,1997,2,163,26
MI,P,COCAINE HYDROCHLORIDE,27.52,38.72143607,10.65613921,145.7375856,1995,12,1553,12
MI,P,COCAINE HYDROCHLORIDE,27.76,89.7143889,24.90471436,59.94848921,1996,9,1493,21
MI,P,COCAINE HYDROCHLORIDE,27.97,45.42742984,12.70605212,65.08709329,2000,3,827,63
MI,P,COCAINE HYDROCHLORIDE,55.45,23.11621678,12.81794221,282.4166268,2002,1,3620,85
